isbn13,isbn10,title,authors,categories,description,thumbnail,average_rating,num_pages,cleaned_description,simple_categories_binary,genre
9780192834423,0192834428,The Bostonians,Henry James,Fiction,"Olive Chancellor and Basil Ransom, cousins, clash, when Olive wants Verena Tarrant to use her eloquence for the woman's movement, and Basil wants Verena to give up politics and marry him.",http://books.google.com/books/content?id=hGX8aqWTX_8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59,504.0,olive chancellor basil ransom cousin clash olive want verena tarrant use eloquence woman movement basil want verena give politics marry,fiction,Literature & Drama
9780192835024,0192835025,The Divine Comedy,Dante Alighieri;Charles Hubert Sisson;David H. Higgins,Poetry,"A new blank verse translation of Dante's epic, complete with an authoritative Introduction, diagrams, maps, and notes.",http://books.google.com/books/content?id=wmacUwleJv8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.07,735.0,new blank verse translation dante epic complete authoritative introduction diagram map note,fiction,Literature & Drama
9780192835079,0192835076,Hans Andersen's Fairy Tales,Hans Christian Andersen,Juvenile Fiction,"This edition of twenty-six of Andersen's fairy tales includes an introduction, a chronology of the author's life and writings, and a bibliography.",http://books.google.com/books/content?id=5SD3l6DNFNYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.9,376.0,edition twentysix andersen fairy tale includes introduction chronology author life writing bibliography,fiction,Childrens Books
9780192835093,0192835092,The Karamazov Brothers,Fyodor Dostoevsky;Ignat Avsey,Fiction,"Dostoevsky's last and greatest novel, The Karamazov Brothers (1880) is both a brilliantly told crime story and a passionate philosophical debate. The dissolute landowner Fyodor Pavlovich Karamazov is murdered; his sons--the atheist intellectual Ivan, the hot-blooded Dmitry, and the saintly novice Alyosha--are all involved at some level. Brilliantly bound up with this psychological drama is Dostoevsky's intense and disturbing exploration of many deeply felt ideas about the existence of God, freedom of will, the collective nature of guilt, and the disastrous consequences of rationalism. Filled with eloquent voices, this new translation fully realizes the power and dramatic virtuosity of Dostoevsky's most brilliant work. About the Series: For over 100 years Oxford World's Classics has made available the broadest spectrum of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, voluminous notes to clarify the text, up-to-date bibliographies for further study, and much more.",http://books.google.com/books/content?id=uErHu34S6bQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.32,1054.0,dostoevsky last greatest novel karamazov brother brilliantly told crime story passionate philosophical debate dissolute landowner fyodor pavlovich karamazov murdered sonsthe atheist intellectual ivan hotblooded dmitry saintly novice alyoshaare involved level brilliantly bound psychological drama dostoevsky intense disturbing exploration many deeply felt idea existence god freedom collective nature guilt disastrous consequence rationalism filled eloquent voice new translation fully realizes power dramatic virtuosity dostoevsky brilliant work series year oxford world classic made available broadest spectrum literature around globe affordable volume reflects oxford commitment scholarship providing accurate text plus wealth valuable feature including expert introduction leading authority voluminous note clarify text uptodate bibliography study much,fiction,Literature & Drama
9780192835437,0192835432,Daisy Miller and Other Stories,Henry James,Fiction,"The tale of Daisy's irruption into staid European society enjoyed, as did Daisy herself, asuccès de scandale; and it has remained one of Jamess most popular short stories. Like the others collected here--'Pandora,' 'The Patagonia,' and 'Four Meetings'-- it describes a confrontation between different values in a changing world. Is the new independent American girl enchanting in her spontaneity, alarming in her unpredictability, or merely vulnerable in her ignorance of social codes? Hung about with make admirers who seek, uncertainly, to grasp the new phenomenon, Daisy marches on undiscourageable, to her triumphant--or tragic--destiny. This volume contains prefaces by Henry James, a chronology of his life, and editor's notes. About the Series:For over 100 yearsOxford World's Classicshas made available the broadest spectrum of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, voluminous notes to clarify the text, up-to-date bibliographies for further study, and much more.",http://books.google.com/books/content?id=siHgsquTgRIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.51,352.0,tale daisy irruption staid european society enjoyed daisy asuccs de scandale remained one james popular short story like others collected herepandora patagonia four meeting describes confrontation different value changing world new independent american girl enchanting spontaneity alarming unpredictability merely vulnerable ignorance social code hung make admirer seek uncertainly grasp new phenomenon daisy march undiscourageable triumphantor tragicdestiny volume contains preface henry james chronology life editor note seriesfor yearsoxford world classicshas made available broadest spectrum literature around globe affordable volume reflects oxford commitment scholarship providing accurate text plus wealth valuable feature including expert introduction leading authority voluminous note clarify text uptodate bibliography study much,fiction,Literature & Drama
9780192835857,0192835858,Selected Philosophical Writings,Saint Thomas (Aquinas),Religion,"St Thomas Aquinas (1225-1274) saw religion as part of the natural human propensity to worship. His ability to recognize the naturalness of this phenomenon and simultaneously to go beyond it, to explore spiritual revelation, makes his work fresh and highly readable today. While drawing on a strong distinction between theology and philosophy, Aquinas interleaved them intricately in his writings, which range from an examination of the structures of thought to the concept of God as the end of all things. This accessible new translation chooses substantial passages not only from the indispensable Summa Theologicae, but from many other works, fully illustrating the breadth and progression of Aquinas's philosophy.",http://books.google.com/books/content?id=7Yn8Id1BEqwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.86,496.0,st thomas aquinas saw religion part natural human propensity worship ability recognize naturalness phenomenon simultaneously go beyond explore spiritual revelation make work fresh highly readable today drawing strong distinction theology philosophy aquinas interleaved intricately writing range examination structure thought concept god end thing accessible new translation chooses substantial passage indispensable summa theologicae many work fully illustrating breadth progression aquinas philosophy,nonfiction,Philosophy & Religion
9780192836021,0192836021,The Ladies' Paradise,Émile Zola,Fiction,"The Ladies' Paradise (Au Bonheur des Dames) recounts the spectacular development of the modern department store in late nineteenth century Paris. The store is a symbol of capitalism, of the modern city, and of the bourgeois family; it is emblematic of consumer culture and the changes in sexualattitudes and class relations taking place at the end of the century.Octave Mouret, the store's owner-manager, masterfully exploits the desires of his female customers. In his private life as much as in business he is the great seducer. But when he falls in love with the innocent Denise Baudu, he discovers she is the only one of the salesgirls who refuses to becommodified.This new translation of the eleventh book in the Rougon-Macquart cycle captures the spirit of one of Zola's greatest novels of the modern city.",http://books.google.com/books/content?id=iiyXsyHqh8MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.99,438.0,lady paradise au bonheur de dame recount spectacular development modern department store late nineteenth century paris store symbol capitalism modern city bourgeois family emblematic consumer culture change sexualattitudes class relation taking place end centuryoctave mouret store ownermanager masterfully exploit desire female customer private life much business great seducer fall love innocent denise baudu discovers one salesgirl refuse becommodifiedthis new translation eleventh book rougonmacquart cycle capture spirit one zola greatest novel modern city,fiction,Literature & Drama
9780192836229,0192836226,A Sentimental Education,Gustave Flaubert,Fiction,"Frederic Moreau, a moderately gifted young provincial, is ambitious in many ways: he dreams of fame, of vast wealth, of literary and artistic achievement, of a grand passion. On the Paris paddle-steamer which transports him to his home town of Nogent-sur-Seine at the outset of the novel, he becomes transfixed by the demure Madame Arnoux and, back in Paris, cultivates her ebullient and enterprising husband in order to be near her. Frederic's devotion fluctuates like his other enthusiasms, and he is caught up in the intense pleasures and the inevitable ennuis of Parisian life.",http://books.google.com/books/content?id=Dn7ixiuEWeMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83,464.0,frederic moreau moderately gifted young provincial ambitious many way dream fame vast wealth literary artistic achievement grand passion paris paddlesteamer transport home town nogentsurseine outset novel becomes transfixed demure madame arnoux back paris cultivates ebullient enterprising husband order near frederics devotion fluctuates like enthusiasm caught intense pleasure inevitable ennui parisian life,fiction,Literature & Drama
9780192836366,0192836366,Faust,Johann Wolfgang von Goethe,Fiction,"Loosely connected with Part One and the German legend of Faust, Part Two is a dramatic epic rather than a strictly constructed drama. It is conceived as an act of homage to classical Greek culture and inspired above all by the world of story-telling and myth at the heart of the Greektradition, as well as owing some of its material to the Arabian Nights tales.The restless and ruthless hero, advised by his cynical demon-companion Mephistopheles, visits classical Greece i search of the beautiful Helen of Troy. Returning to modern times, he seeks to crown his career by gaining control of the elements, and at his death is carried up into the unkown regions,still in pursuit of the `Eternal Feminine'.David Luke's translation of Part One won the European Poetry Translation Prize. Here he again imitates the varied verse-forms of the original, and provides a highly readable - and actable - translation, supported by an introduction, full notes, and an index of classical mythology.",http://books.google.com/books/content?id=c3CZ8UQp_CoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.73,304.0,loosely connected part one german legend faust part two dramatic epic rather strictly constructed drama conceived act homage classical greek culture inspired world storytelling myth heart greektradition well owing material arabian night talesthe restless ruthless hero advised cynical demoncompanion mephistopheles visit classical greece search beautiful helen troy returning modern time seek crown career gaining control element death carried unkown regionsstill pursuit eternal femininedavid luke translation part one european poetry translation prize imitates varied verseforms original provides highly readable actable translation supported introduction full note index classical mythology,fiction,Literature & Drama
9780192836380,0192836382,La Dame Aux Camélias,Alexandre Dumas;David Coward,Fiction,This new translation successfully combines a feeling for the formal proprieties of Dumas's style with a supple and colloquial liveliness that once again proves this story irresistible. -,http://books.google.com/books/content?id=Aqft1VzHuHkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.99,256.0,new translation successfully combine feeling formal propriety dumas style supple colloquial liveliness prof story irresistible,fiction,Literature & Drama
9780192836892,0192836897,First Love and Other Stories,Ivan Sergeevich Turgenev,Fiction,"This collection brings together six of Turgenev's best-known `long' short stories, in which he turns his skills of psychological observation and black comedy to subjects as diverse as the tyranny of serfdom, love, and revenge on the Russian steppes. These stories all display the elegance andclarity of Turgenev's finest writing.Richard Freeborn was until recently Professor of Russian at the School of Slavonic and East European Studies, London.",http://books.google.com/books/content?id=J3lKucR0wcoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.12,304.0,collection brings together six turgenev bestknown long short story turn skill psychological observation black comedy subject diverse tyranny serfdom love revenge russian steppe story display elegance andclarity turgenev finest writingrichard freeborn recently professor russian school slavonic east european study london,fiction,Literature & Drama
9780192837622,0192837621,The Confidence-man,Herman Melville,Literary Criticism,"Male, female, deft, fraudulent, constantly shifting: which of the `masquerade' of passengers on the Mississippi steamboat Fidele is `the confidence man'? The central motif of Melville's last and most `modern' novel can be seen as a symbol of American cultural history.",http://books.google.com/books/content?id=Hiy9OyE-TAQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.66,361.0,male female deft fraudulent constantly shifting masquerade passenger mississippi steamboat fidele confidence man central motif melville last modern novel seen symbol american cultural history,nonfiction,Academic & Humanities
9780192837806,019283780X,Scenes of Clerical Life,George Eliot,Fiction,"When Scenes of Clerical Life, George Eliot's first novel, was published anonymously in 1857, it was immediately recognized, in the words of Saturday Review, as `the production of a peculiar and remarkable writer'. The three stories that make up the Scenes, `The Sad Fortunes of the ReverendAmos Barton', `Mr Gilfil's Love Story', and `Janet's Repentance', intriguingly foreshadow George Eliot's later work. The first readers, including Dickens and Thackeray, were struck by the humorous irony, the truthfulness of the presentation of the lives of ordinary people, and the compassionateacceptance of human weakness which characterize Eliot's writing.",http://books.google.com/books/content?id=tCfq__XvAiUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.78,310.0,scene clerical life george eliot first novel published anonymously immediately recognized word saturday review production peculiar remarkable writer three story make scene sad fortune reverendamos barton mr gilfils love story janets repentance intriguingly foreshadow george eliot later work first reader including dickens thackeray struck humorous irony truthfulness presentation life ordinary people compassionateacceptance human weakness characterize eliot writing,fiction,Literature & Drama
9780192838742,0192838741,Jacques the Fatalist and His Master,Denis Diderot,Fiction,"'Your Jacques is a tasteless mishmash of things that happen, some of them true, others made up, written without style and served up like a dog's breakfast.'Jacques the Fatalist is Diderot's answer to the problem of existence. If human beings are determined by their genes and their environment, how can they claim to be free to want or do anything? Where are Jacques and his Master going? Are they simply occupying space, living mechanically until theydie, believing erroneously that they are in charge of their Destiny? Diderot intervenes to cheat our expectations of what fiction should be and do, and behaves like a provocative, ironic and unfailingly entertaining master of revels who finally show why Fate is not to be equated with doom.In the introduction to this brilliant new translation, David Coward explains the philosophical basis of Diderot's fascination with Fate and shows why Jacques the Fatalist pioneers techniques of fiction which, two centuries on, novelists still regard as experimental.",http://books.google.com/books/content?id=oJ7qCzCI1NIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.84,304.0,jacques tasteless mishmash thing happen true others made written without style served like dog breakfastjacques fatalist diderot answer problem existence human being determined gene environment claim free want anything jacques master going simply occupying space living mechanically theydie believing erroneously charge destiny diderot intervenes cheat expectation fiction behaves like provocative ironic unfailingly entertaining master revel finally show fate equated doomin introduction brilliant new translation david coward explains philosophical basis diderot fascination fate show jacques fatalist pioneer technique fiction two century novelist still regard experimental,fiction,Literature & Drama
9780192838995,0192838997,Eugene Onegin,Alexander Pushkin;James E. Falen,Fiction,"Eugene Onegin is the master work of the poet whom Russians regard as the fountainhead of their literature. Set in 1820s Russia, Pushkin's novel in verse follows the fates of three men and three women. It was Pushkin's own favourite work, and this new translation conveys the literal sense and the poetic music of the original. - ;Eugene Onegin is the master work of the poet whom Russians regard as the fountainhead of their literature. Set in 1820s imperial Russia, Pushkin's novel in verse follows the emotions and destiny of three men - Onegin the bored fop, Lensky the minor elegiast, and a stylized Pushkin himself - and the fates and affections of three women - Tatyana the provincial beauty, her sister Olga, and Pushkin's mercurial Muse. Engaging, full of suspense, and varied in tone, it also portrays a large cast of other characters and offers the reader many literary, philosophical, and autobiographical digressions, often in a highly satirical vein. Eugene Onegin was Pushkin's own favourite work, and it shows him attempting to transform himself from a romantic poet into a realistic novelist. This new translation seeks to retain both the literal sense and the poetic music of the original, and capture the poem's spontaneity and wit. The introduction examines several ways of reading the novel, and text is richly annotated. -",http://books.google.com/books/content?id=-l1D5bJ4K3UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.09,240.0,eugene onegin master work poet russian regard fountainhead literature set russia pushkin novel verse follows fate three men three woman pushkin favourite work new translation conveys literal sense poetic music original eugene onegin master work poet russian regard fountainhead literature set imperial russia pushkin novel verse follows emotion destiny three men onegin bored fop lensky minor elegiast stylized pushkin fate affection three woman tatyana provincial beauty sister olga pushkin mercurial muse engaging full suspense varied tone also portrays large cast character offer reader many literary philosophical autobiographical digression often highly satirical vein eugene onegin pushkin favourite work show attempting transform romantic poet realistic novelist new translation seek retain literal sense poetic music original capture poem spontaneity wit introduction examines several way reading novel text richly annotated,fiction,Literature & Drama
9780192839190,0192839195,The Admirable Crichton ; Peter Pan ; When Wendy Grew Up ; What Every Woman Knows ; Mary Rose,James Matthew Barrie,Drama,"For some 20 years at the beginning of the century J M Barrie enjoyed enormous commercial success with a wide variety of plays, but he is best known for Peter Pan. It retains its popularity today, both in the original and in adaptations. As well as being the author of the greatest of allchildren's plays Barrie also wrote sophisticated social comedy and political satire, much of it now newly topical. The Admirable Crichton and What Every Woman Knows are shrewd and entertaining contributions to the politics of class and gender, while Mary Rose is one of the best ghost stories writtenfor the stage. Under the General Editorship of Michael Cordner, of the University of York, the texts of the plays have been newly edited and are supplemented with a scholarly introduction and detailed annotation.",http://books.google.com/books/content?id=nG97v_jo08IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.99,384.0,year beginning century j barrie enjoyed enormous commercial success wide variety play best known peter pan retains popularity today original adaptation well author greatest allchildrens play barrie also wrote sophisticated social comedy political satire much newly topical admirable crichton every woman know shrewd entertaining contribution politics class gender mary rose one best ghost story writtenfor stage general editorship michael cordner university york text play newly edited supplemented scholarly introduction detailed annotation,fiction,Literature & Drama
9780192839572,0192839578,La chartreuse de Parme,Jm Stendhal,Fiction,"Follows the adventures of young Fabrizio del Dongo as he joins Napoleon's army just before the Battle of Waterloo, and struggles to keep hidden his love for Clelia amid the intrigues and secrets of the small court of Parma.",http://books.google.com/books/content?id=9tysDhB2VMAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.82,560.0,follows adventure young fabrizio del dongo join napoleon army battle waterloo struggle keep hidden love clelia amid intrigue secret small court parma,fiction,Literature & Drama
9780192839992,0192839993,Dubliners,James Joyce,Fiction,"Living overseas but writing, always, about his native city, Joyce made Dublin unforgettable. The stories in Dubliners show us truants, seducers, gossips, rally-drivers, generous hostesses, corrupt politicians, failing priests, amateur theologians, struggling musicians, moony adolescents, victims of domestic brutishness, sentimental aunts and poets, patriots earnest or cynical, and people striving to get by.",http://books.google.com/books/content?id=WkqR7nM198QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.85,207.0,living overseas writing always native city joyce made dublin unforgettable story dubliner show u truant seducer gossip rallydrivers generous hostess corrupt politician failing priest amateur theologian struggling musician moony adolescent victim domestic brutishness sentimental aunt poet patriot earnest cynical people striving get,fiction,Literature & Drama
9780192840318,0192840312,"Evelina, Or, The History of a Young Lady's Entrance Into the World",Fanny Burney,Fiction,"'Lord Orville did me the honour to hand me to the coach, talking all the way of the honour I had done him! O these fashionable people!' Frances Burney's first and most enduringly popular novel is a vivid, satirical, and seductive account of the pleasures and dangers of fashionable life in late eighteenth-century London. As she describes her heroine's entry into society, womanhood and, inevitably, love, Burney exposes the vulnerability of female innocence in an image-conscious and often cruel world where social snobbery and sexual aggression are played out in the public arenas of pleasure-gardens, theatre visits, and balls. But Evelina's innocence also makes her a shrewd commentator on the excesses and absurdities of manners and social ambitions - as well as attracting the attention of the eminently eligible Lord Orville. Evelina, comic and shrewd, is at once a guide to fashionable London, a satirical attack on the new consumerism, an investigation of women's position in the late eighteenth century, and a love story. The new introduction and full notes to this edition help make this richness all the more readily available to a modern reader.",http://books.google.com/books/content?id=F-aBwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66,455.0,lord orville honour hand coach talking way honour done fashionable people france burneys first enduringly popular novel vivid satirical seductive account pleasure danger fashionable life late eighteenthcentury london describes heroine entry society womanhood inevitably love burney expose vulnerability female innocence imageconscious often cruel world social snobbery sexual aggression played public arena pleasuregardens theatre visit ball evelinas innocence also make shrewd commentator excess absurdity manner social ambition well attracting attention eminently eligible lord orville evelina comic shrewd guide fashionable london satirical attack new consumerism investigation womens position late eighteenth century love story new introduction full note edition help make richness readily available modern reader,fiction,Literature & Drama
9780192840509,0192840509,Aesop's Fables,Laura Gibbs,Fiction,A collection of familiar short moral tales.,http://books.google.com/books/content?id=K7XwvvIfXh4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05,306.0,collection familiar short moral tale,fiction,Literature & Drama
9780192840745,0192840746,A Memoir of Jane Austen,James Edward Austen-Leigh,Biography & Autobiography,"This unique edition brings together for the first time Austen-Leigh's memoir of his aunt Jane Austen, together with shorter recollections by James Edward's two sisters. It also includes Jane's brother Henry's two biographical accounts. - ;'I doubt whether it would be possible to mention any author of note, whose personal obscurity was so complete.' James Edward Austen-Leigh's Memoir of his aunt Jane Austen was published in 1870, over fifty years after her death. Together with the shorter recollections of James Edward's two sisters, Anna Lefroy and Caroline Austen, the Memoir remains the prime authority for her life and continues to inform all subsequent accounts. These are family memories, the record of Jane Austen's life shaped and limited by the loyalties, reserve, and affection of nieces and nephews recovering in old age the outlines of the young aunt they had each known. They still remembered the shape of her bonnet and the tone of her voice, and their first-hand accounts bring her vividly before us. Their declared partiality also raises fascinating issues concerning biographical truth, and the terms in which all biography functions. This edition brings together for the first time these three memoirs, and also includes Jane's brother Henry Austen's 'Biographical Notice' of 1818 and his lesser known 'Memoir' of 1833, making a unique biographical record. -",http://books.google.com/books/content?id=rbedBf8u7UEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.83,352.0,unique edition brings together first time austenleighs memoir aunt jane austen together shorter recollection james edward two sister also includes janes brother henry two biographical account doubt whether would possible mention author note whose personal obscurity complete james edward austenleighs memoir aunt jane austen published fifty year death together shorter recollection james edward two sister anna lefroy caroline austen memoir remains prime authority life continues inform subsequent account family memory record jane austen life shaped limited loyalty reserve affection niece nephew recovering old age outline young aunt known still remembered shape bonnet tone voice firsthand account bring vividly u declared partiality also raise fascinating issue concerning biographical truth term biography function edition brings together first time three memoir also includes janes brother henry austen biographical notice lesser known memoir making unique biographical record,nonfiction,Biography & History
9780192840943,0192840940,Presocratic Philosophy: A Very Short Introduction,Catherine Osborne,Philosophy,"This is a book about the invention of Western philosophy, and the first thinkers to explore ideas about the nature of reality, time, and the origin of the universe. It begins with the finding of the new papyrus fragment of Empedocles' poem, and uses the story of its discovery and interpretation to highlight the way our understanding of early philosophers is marked by their presentation in later sources. Generations of philosophers, both ancient and modern, have traced their inspiration back to the presocratics, even though we have very few of their writings left. In this book, Catherine Osborne invites her readers to dip their toes into the fragmentary remains of thinkers from Thales to Pythagoras, Heraclitus to Protagoras, to try to fill in the bits of a jigsaw that has been rejigged many times and in many different ways. ABOUT THE SERIES: The Very Short Introductions series from Oxford University Press contains hundreds of titles in almost every subject area. These pocket-sized books are the perfect way to get ahead in a new subject quickly. Our expert authors combine facts, analysis, perspective, new ideas, and enthusiasm to make interesting and challenging topics highly readable.",http://books.google.com/books/content?id=F-oRDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.56,144.0,book invention western philosophy first thinker explore idea nature reality time origin universe begin finding new papyrus fragment empedocles poem us story discovery interpretation highlight way understanding early philosopher marked presentation later source generation philosopher ancient modern traced inspiration back presocratics even though writing left book catherine osborne invite reader dip toe fragmentary remains thinker thales pythagoras heraclitus protagoras try fill bit jigsaw rejigged many time many different way series short introduction series oxford university press contains hundred title almost every subject area pocketsized book perfect way get ahead new subject quickly expert author combine fact analysis perspective new idea enthusiasm make interesting challenging topic highly readable,nonfiction,Academic & Humanities
9780192854520,0192854526,Augustine: A Very Short Introduction,Henry Chadwick,Biography & Autobiography,"Very Short Introductions offer stimulating, accessible introductions to a wide variety of subjects, demonstrating the finest contemporary thinking about their central problems and issues.'magisterial and highly readable.' -Bookseller",http://books.google.com/books/content?id=QnrRB19gQ0kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.74,144.0,short introduction offer stimulating accessible introduction wide variety subject demonstrating finest contemporary thinking central problem issuesmagisterial highly readable bookseller,nonfiction,Biography & History
9780192875341,0192875345,Augustine,Henry Chadwick,History,"Describes Augustine's education, discusses the major themes of his writings, and assesses his influence on Western thought",http://books.google.com/books/content?id=7CERngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74,128.0,describes augustine education discusses major theme writing assesses influence western thought,nonfiction,Biography & History
9780194230353,019423035X,The Hound of the Baskervilles,Sir Arthur Conan Doyle,Fiction,"Dartmoor. A wild, wet place in the Southwest of England. A place where it is easy to get lost, and to fall into the soft green earth which can pull the strongest man down to his death. A man is running for his life. Behind him comes an enormous dog - a dog from his worst dreams, a dog from hell. Between him and a terrible death stands only one person - the greatest detective of all time, Sherlock Holmes.",https://placehold.co/150x200?text=No+Cover,3.92,105.0,dartmoor wild wet place southwest england place easy get lost fall soft green earth pull strongest man death man running life behind come enormous dog dog worst dream dog hell terrible death stand one person greatest detective time sherlock holmes,fiction,Literature & Drama
9780195023664,0195023668,Growing Old in America,David Hackett Fischer,Religion,"A history of aging in America surveys and compares actualities and attitudes in the eighteenth, nineteenth, and twentieth centuries and suggests practical improvements on the current inadequate system of pensions, social security, medicare, and other prog",http://books.google.com/books/content?id=LCnnCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.2,252.0,history aging america survey compare actuality attitude eighteenth nineteenth twentieth century suggests practical improvement current inadequate system pension social security medicare prog,nonfiction,Philosophy & Religion
9780195069051,0195069056,Albion's Seed,David Hackett Fischer,Fiction,The first volume in a cultural history of America examines the different lives and customs of the first groups of immigrants to America and assesses the importance of those traditions for contemporary American life.,http://books.google.com/books/content?id=GOYg58I7g30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.31,972.0,first volume cultural history america examines different life custom first group immigrant america assesses importance tradition contemporary american life,nonfiction,Literature & Drama
9780195087444,0195087445,Inferno,Dante Alighieri,Literary Criticism,Translation of the classic Italian epic about Dante and Virgil's journey into the nine regions of hell,http://books.google.com/books/content?id=SZk6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.0,672.0,translation classic italian epic dante virgil journey nine region hell,nonfiction,Academic & Humanities
9780195101287,0195101286,Justice Oliver Wendell Holmes,G. Edward White,Literary Criticism,"Discusses Holmes' early life, Civil War experiences, legal career, and thirty years on the U.S. Supreme Court, and presents new information regarding his relationship with Clare Castletown",http://books.google.com/books/content?id=wE7nCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.67,648.0,discusses holmes early life civil war experience legal career thirty year u supreme court present new information regarding relationship clare castletown,nonfiction,Academic & Humanities
9780195117950,0195117956,Masters of Small Worlds,Stephanie McCurry,History,"In this innovative study of the South Carolina Low Country, author Stephanie McCurry explores the place of the yeomanry in plantation society--the complex web of domestic and public relations within which they were enmeshed, and the contradictory politics of slave society by which that class of small farmers extracted the privileges of masterhood from the region's powerful planters. Insisting on the centrality of women as historical actors and gender as a category of analysis, this work shows how the fateful political choices made by the low-country yeomanry were rooted in the politics of the household, particularly in the customary relations of power male heads of independent households assumed over their dependents, whether slaves or free women and children. Such masterly prerogatives, practiced in the domestic sphere and redeemed in the public, explain the yeomanry's deep commitment to slavery and, ultimately, their ardent embrace of secession.By placing the yeomanry in the center of the drama, McCurry offers a significant reinterpretation of this volatile society on the road to Civil War. Through careful and creative use of a wide variety of archival sources, she brings vividly to life the small worlds of yeoman households, and the larger world of the South Carolina Low Country, the plantation South, and nineteenth-century America.",http://books.google.com/books/content?id=ZKSliwlcWp4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.71,344.0,innovative study south carolina low country author stephanie mccurry explores place yeomanry plantation societythe complex web domestic public relation within enmeshed contradictory politics slave society class small farmer extracted privilege masterhood region powerful planter insisting centrality woman historical actor gender category analysis work show fateful political choice made lowcountry yeomanry rooted politics household particularly customary relation power male head independent household assumed dependent whether slave free woman child masterly prerogative practiced domestic sphere redeemed public explain yeomanry deep commitment slavery ultimately ardent embrace secessionby placing yeomanry center drama mccurry offer significant reinterpretation volatile society road civil war careful creative use wide variety archival source brings vividly life small world yeoman household larger world south carolina low country plantation south nineteenthcentury america,nonfiction,Biography & History
